"","activitylabels","subjectcode","tbodyaccelerationmeanx","tbodyaccelerationmeany","tbodyaccelerationmeanz","tbodyaccelerationstdx","tbodyaccelerationstdy","tbodyaccelerationstdz","tgravityaccelerationmeanx","tgravityaccelerationmeany","tgravityaccelerationmeanz","tgravityaccelerationstdx","tgravityaccelerationstdy","tgravityaccelerationstdz","tbodyangularvelocitymeanx","tbodyangularvelocitymeany","tbodyangularvelocitymeanz","tbodyangularvelocitystdx","tbodyangularvelocitystdy","tbodyangularvelocitystdz","tbodyaccelerationmagnitudemean","tbodyaccelerationmagnitudestd","tgravityaccelerationmagnitudemean","tgravityaccelerationmagnitudestd","tbodyangularvelocitymagnitudemean","tbodyangularvelocitymagnitudestd","fbodyaccelerationmeanx","fbodyaccelerationmeany","fbodyaccelerationmeanz","fbodyaccelerationstdx","fbodyaccelerationstdy","fbodyaccelerationstdz","fbodyaccelerationmeanfreqx","fbodyaccelerationmeanfreqy","fbodyaccelerationmeanfreqz","fbodyangularvelocitymeanx","fbodyangularvelocitymeany","fbodyangularvelocitymeanz","fbodyangularvelocitystdx","fbodyangularvelocitystdy","fbodyangularvelocitystdz","fbodyangularvelocitymeanfreqx","fbodyangularvelocitymeanfreqy","fbodyangularvelocitymeanfreqz","fbodyaccelerationmagnitudemean","fbodyaccelerationmagnitudestd","fbodyaccelerationmagnitudemeanfreq","fbodybodyaccelerationmagnitudemean","fbodybodyaccelerationmagnitudestd","fbodybodyaccelerationmagnitudemeanfreq","fbodybodyangularvelocitymagnitudemean","fbodybodyangularvelocitymagnitudestd","fbodybodyangularvelocitymagnitudemeanfreq","activitycode"
"11","WALKING",11,0.271821892881356,-0.0166475833623729,-0.106096304033898,-0.422842071864407,-0.0522120750440678,-0.530626311355932,0.946468451355932,-0.212045870169492,0.134053215101695,-0.98110101440678,-0.966240553559322,-0.960852684067797,-0.0426928995457627,-0.0705104974254237,0.0843744495507542,-0.596346930847458,-0.499625287288136,-0.434178202542373,-0.288323472033898,-0.487735915084746,-0.288323472033898,-0.487735915084746,-0.421801673559322,-0.558362783220339,-0.396533731864407,-0.0830478435976271,-0.616402910169492,-0.433703311525424,-0.0966068285372881,-0.523093394915254,-0.37360793220339,0.0128761033966102,0.0404557559132203,-0.514753307627119,-0.593107398474576,-0.398293336610169,-0.623150268983051,-0.453663184067797,-0.498554639491525,-0.175946093932203,-0.297177112525424,-0.184065788254237,-0.458514062542373,-0.584455992033898,0.0935818048854746,-0.395116134237288,-0.41744681559322,0.0844543080474576,-0.610222628813559,-0.59974543779661,-0.0748370693566102,1
"12","WALKING",12,0.2771286656,-0.015560927606,-0.10316110632,-0.128898533096,-0.122783290008,-0.4106060626,0.9668735148,-0.1559834498,-0.03608428788,-0.97911312,-0.9646191738,-0.9502762272,-0.1045136708758,-0.03442910782,0.0999739123004,-0.5462634706,-0.4494013978,-0.35017028664,-0.102204550448,-0.23697286882,-0.102204550448,-0.23697286882,-0.35593036512,-0.4132083408,-0.05435763951,-0.071302455092,-0.4223253002,-0.160707260634,-0.20851528006,-0.4521466944,-0.26142601202,0.149107488714,0.17080294938,-0.4019759318,-0.4678863378,-0.31728248436,-0.5931428818,-0.4437983296,-0.4222565212,0.020408840122,-0.025458442506,-0.027904118422,-0.153116002784,-0.4088962994,0.25226775306,-0.029912425338,-0.013953908696,0.018449461946,-0.442503784,-0.4948022154,0.14607536673,1
"13","WALKING",13,0.275883130350877,-0.0185660651947368,-0.111431456192982,-0.346980394210526,0.141866689392982,-0.220503537026316,0.910855709298246,-0.283658580877193,-0.131299718666667,-0.97254492245614,-0.960899845614035,-0.948637587719298,-0.0174207634701754,-0.0798472502663158,0.0784205641252632,-0.376059914210526,-0.290023550315789,-0.363369948070175,-0.135643867842105,-0.292546377017544,-0.135643867842105,-0.292546377017544,-0.218669558421053,-0.253240071964912,-0.335030121052632,0.0955150666694737,-0.246851507561404,-0.353299848947368,0.0921968931052632,-0.269896395250877,-0.231462709105263,0.0194304158877193,0.152160966852632,-0.192856474047368,-0.256213554508772,-0.276607954736842,-0.435714710526316,-0.318618506122807,-0.455333900526316,-0.0229089170754386,0.0741273597017544,0.126014216489474,-0.23460086645614,-0.438388953157895,0.253532325631579,-0.15211150075614,-0.113591923723684,0.118031208750877,-0.267472373877193,-0.379951835438597,0.302576933403509,1
"14","WALKING",14,0.271959598644068,-0.0217785380966102,-0.106756369135593,-0.402639098135593,-0.0536126686650847,0.0518841040022034,0.802973961525424,-0.270314822881356,-0.422495268474576,-0.974816884237288,-0.954455935762712,-0.947516969830508,-0.00347655062271186,-0.0829682847966102,0.0513222717627119,-0.60038822220339,-0.0148392604279661,-0.12609080020339,-0.144404671779661,-0.36380562779661,-0.144404671779661,-0.36380562779661,-0.137208741864407,-0.201401930542373,-0.421498172542373,-0.174601844847458,-0.177366434042373,-0.395859985762712,-0.0542709972186441,0.0854892136933898,-0.358804611016949,-0.143666881322034,-0.175528830052542,-0.508595851864407,-0.215894949525424,-0.212925759152542,-0.630082075932203,0.0832950551222034,-0.180232949016949,-0.159441618728814,-0.420295651864407,-0.36097030020339,-0.373516771016949,-0.457490009491525,-0.0368327907423729,-0.431591453389831,-0.453426008983051,0.164708200554237,-0.311386449661017,-0.265504551525424,-0.0398346768694915,1
"15","WALKING",15,0.273899207962963,-0.0170809740090741,-0.107621819518519,-0.327961801111111,0.138912923691296,-0.518932634814815,0.951524391481481,-0.233918282592593,0.0757356734814815,-0.978397287962963,-0.971056501481481,-0.95805876537037,-0.0554883847662963,-0.06124278833,0.0842484921022222,-0.329624620185185,-0.420865007777778,-0.48653265537037,-0.186514650759259,-0.323878324074074,-0.186514650759259,-0.323878324074074,-0.243711124444444,-0.425798469148148,-0.31744092037037,0.111321097159074,-0.554942138148148,-0.332520626851852,0.0805646237194445,-0.537026414814815,-0.395518048333333,0.0291755441388148,-0.00590768681611111,-0.253399360296296,-0.535422096111111,-0.461464065555556,-0.357633378703704,-0.365361208555556,-0.543997593703704,-0.149193146411111,-0.339593023611111,-0.0485169126196296,-0.275156242062037,-0.458344792407407,0.0782256056231481,-0.289753952407407,-0.342411927851852,0.0164170631888889,-0.489166383703704,-0.481750218518519,-0.04588148655205,1
"16","WALKING",16,0.276023564509804,-0.0204286929452941,-0.108804049803922,-0.404692523921569,-0.314569762352941,-0.159799790235294,0.925981326078431,-0.0668246472745098,-0.217351194313725,-0.982469595490196,-0.973784841960784,-0.961387254313726,-0.0151721912792157,-0.0695955689607843,0.0818650735686274,-0.654171847058823,-0.612593634117647,-0.365489530588235,-0.258766694117647,-0.47180926745098,-0.258766694117647,-0.47180926745098,-0.485931932745098,-0.665078404313725,-0.394790433529412,-0.321500667843137,-0.244363048235294,-0.409070488039216,-0.354370678627451,-0.180501317941176,-0.350681958176471,-0.0270392028607843,0.0309811083103922,-0.59574648627451,-0.619731930392157,-0.432885310980392,-0.673741136862745,-0.61194087745098,-0.403219791372549,-0.184031594529412,-0.0870475841176471,-0.285078729888235,-0.410463241960784,-0.592150985098039,0.175600477686275,-0.378278490588235,-0.441447754509804,0.0921999142870588,-0.669228540784314,-0.721137001568627,0.179727428509804,1
"17","WALKING",17,0.272341855245902,-0.0184875403339344,-0.109792122032787,-0.31950017295082,-0.0175797885542623,-0.265824489180328,0.92811236852459,-0.179927382704918,-0.190265949622951,-0.980983351639344,-0.968613202622951,-0.956903248196721,-0.00922265519180328,-0.0839773343770492,0.0757132656704918,-0.47981351295082,-0.454932903934426,-0.386044435409836,-0.151151487704918,-0.461837866885246,-0.151151487704918,-0.461837866885246,-0.335009836885246,-0.522494763606557,-0.360991674918033,-0.0650267622126229,-0.382832802295082,-0.304806274098361,-0.0556137930852459,-0.262391594918033,-0.414940955557377,0.00857138068540984,-0.0933328732232787,-0.40771670852459,-0.490166286557377,-0.398809217540984,-0.504849290819672,-0.439238787704918,-0.438768699508197,-0.102582658990164,-0.0761681172065574,-0.163270727868852,-0.429380043442623,-0.565162507704918,0.174349227754098,-0.335938891803279,-0.211231860180328,0.0274103270236066,-0.518618058688525,-0.615320077704918,0.351564688770492,1
"18","WALKING",18,0.273887758571429,-0.0178023631866071,-0.104218315464286,-0.37600552125,-0.227005874892857,-0.428348061071429,0.92386524875,-0.254317085892857,-0.0609313415892857,-0.983010882678571,-0.975311658928571,-0.97248384875,-0.0399399716026786,-0.0613727362975,0.0944718394625,-0.7044397775,-0.496431539642857,-0.511417204821429,-0.287908078035714,-0.460346465357143,-0.287908078035714,-0.460346465357143,-0.500471147857143,-0.60851009125,-0.37147515625,-0.24360627125,-0.48977105125,-0.378068199285714,-0.267273644642857,-0.439861578035714,-0.362107081928571,0.0639302961089286,0.00488361554716071,-0.609673434464286,-0.570898150714286,-0.538152344821429,-0.734901390178571,-0.460890661785714,-0.54840977125,0.0182394601107143,-0.281459547160179,-0.2355977771125,-0.424386734107143,-0.565563056964286,0.131646853132143,-0.41403775125,-0.444453486071429,0.0893293589464286,-0.620331394285714,-0.668908146607143,0.17563858115,1
"19","WALKING",19,0.273931172307692,-0.0191773587903846,-0.122736673192308,-0.0489049407963462,0.181801561185577,-0.13947794235,0.935222559230769,-0.2233381,-0.0898428797307692,-0.9698614625,-0.958651200384615,-0.929187930961539,-0.0274970979894231,-0.0751569333730769,0.0798106981923077,-0.0264357957923077,-0.114406108840577,-0.104202986482692,0.0648173438653846,-0.0993927171359615,0.0648173438653846,-0.0993927171359615,0.100045071430769,-0.0218463165461538,-0.0299815666923077,0.169258575663077,-0.104423357596154,-0.0578820787019231,0.112615077990385,-0.233872331063462,-0.176447542226923,0.05707673046,0.351860011634615,0.228142361865385,-0.0973549846596154,-0.01050470716,-0.108388809533846,-0.133010285461538,-0.220271190807692,-0.0936162175923077,-0.0765832364115385,-0.0330194535942308,0.0322272296217308,-0.324793406057692,0.307394950576923,0.0730179928688462,-0.0222869586038462,0.124998092238462,-0.0952460452365385,-0.141598402309615,0.174359231311538,1
"20","WALKING",20,0.272589336470588,-0.021199992245098,-0.113539477098039,-0.208342792019608,0.489771808627451,-0.228734217372549,0.899965205686274,-0.344443913137255,-0.035130214,-0.970327266470588,-0.962003383529412,-0.953850439607843,-0.0234104225980392,-0.074105054612549,0.0851359929294118,-0.23294061427451,0.0858321519372549,-0.165748467372549,0.039402280578902,-0.156930391921569,0.039402280578902,-0.156930391921569,0.0686275147882353,-0.0367853189588235,-0.147404272166667,0.403465950921569,-0.272213861705882,-0.234985644352941,0.438436341294118,-0.26649772672549,-0.227319943784314,-0.00368602589490196,0.239414630235294,-0.0936248686019608,0.0310145965868627,-0.108892495684314,-0.279931528352941,0.107704805445098,-0.264957205764706,-0.0966990321215686,0.00139730354666667,-0.0890585991356863,-0.00353341793921569,-0.389934004313725,0.291882701372549,0.0545269493972549,-0.0310650270227451,0.0864817772705882,-0.0520065599062745,-0.196210236058824,0.206699112843137,1
"21","WALKING",21,0.279183526730769,-0.0181610317526923,-0.104319332403846,-0.297814843538462,0.0540880509209615,-0.16868872575,0.862524800961538,-0.370984549423077,-0.220947960192308,-0.969576355384615,-0.964144520576923,-0.974939388076923,-0.0459323393842308,-0.0590294439942308,0.0983715930038462,-0.432232883846154,-0.397892316730769,-0.311875599423077,-0.123455661519231,-0.299709752173077,-0.123455661519231,-0.299709752173077,-0.284775644807692,-0.408304434423077,-0.273496158519231,0.0338465813711538,-0.300309066730769,-0.308547185288462,-0.00256294245192308,-0.164961027194231,-0.159448399551923,0.0431149928317308,0.0951469189174423,-0.246657382884615,-0.371744086730769,-0.283262474865385,-0.491859244230769,-0.419400879423077,-0.385505359038462,-0.01686389495,-0.0170361394057692,-0.140755965930769,-0.251266388923077,-0.438149791153846,0.232789920596154,-0.144009889665385,-0.0186734409634615,0.201672106271154,-0.409516081153846,-0.512249343076923,0.385567790384615,1
"22","WALKING",22,0.27886459,-0.0167213607957174,-0.107112510934783,-0.00865921919565217,0.100384246321739,-0.213351968804348,0.936096410434783,-0.259644937173913,0.0233780056086957,-0.969643448043478,-0.963639340217391,-0.955147847391304,0.0007771571,-0.0960880731804348,0.0775266594847826,-0.318537865869565,-0.486322106521739,-0.151439515130435,0.0722419121669565,-0.161591787478261,0.0722419121669565,-0.161591787478261,-0.210608043717391,-0.390775683913043,-0.0994928588891304,0.145367520371739,-0.25521651373913,0.0243958191369565,0.00386841059347826,-0.253643608304348,-0.2183853882,0.309767108065217,0.306473449913043,-0.144648652152174,-0.501176901956522,-0.083501182326087,-0.374496318695652,-0.481624411086957,-0.253173876956522,-0.0375243720869565,-0.11413463273913,0.06771682861,-0.0241584964891304,-0.381399308043478,0.368620829130435,0.0659727285,0.158286745226087,0.0976461805652174,-0.438378722826087,-0.464019127391304,0.210282322456522,1
"23","WALKING",23,0.273211884237288,-0.0183618711932203,-0.113382994084746,-0.313521773389831,-0.119020586510678,0.164220685383051,0.939809688644068,-0.16176137,-0.160763360338983,-0.977230903898305,-0.966550706949153,-0.932981341864407,-0.0631156870355932,-0.0640197920966102,0.10770045065339,-0.494322648644068,0.25945722920339,-0.209634887972881,-0.0988770198220339,-0.209989354570847,-0.0988770198220339,-0.209989354570847,-0.0120968259523729,0.163346451623729,-0.275404187920339,-0.0724367317966102,0.0814081078542373,-0.329807279830508,-0.202524061966102,0.1161434407,-0.271218699661017,0.107804588864407,0.121798905935593,-0.337619203050847,0.195569461920339,-0.194970369294915,-0.545051691694915,0.286581518449153,-0.287820868152542,-0.00734779774576271,0.166489215586441,-0.0544726683728814,-0.0942606311677966,-0.407577515762712,0.281811709254237,-0.0180705701559322,-0.0457372334118644,0.15173584590678,0.185078207383051,-0.061476584759322,0.409521611525424,1
"24","WALKING",24,0.276980816034483,-0.0225446400534483,-0.110595952913793,-0.47076236637931,-0.154127498163793,-0.288840016206897,0.95970108137931,-0.115116241810345,-0.140910029827586,-0.983132400344828,-0.962578844310345,-0.962822966551724,-0.0545126870724138,-0.0658435879913793,0.0972006320344828,-0.580597373275862,-0.487166280172414,-0.396154003275862,-0.299983613965517,-0.48106401862069,-0.299983613965517,-0.48106401862069,-0.403064156896552,-0.563863212586207,-0.492419802586207,-0.203193741396552,-0.344493013448276,-0.462733639137931,-0.182766476862069,-0.314646918448276,-0.312046342362069,-0.067892712362069,0.0275268023637931,-0.468295081206897,-0.479841432931034,-0.39144792137931,-0.616915839310345,-0.495896271896552,-0.453337858448276,-0.0550991955691379,0.0479956663948276,-0.224671550446552,-0.434618912068966,-0.590265845517241,0.153588267505862,-0.418641046896552,-0.40297998362069,0.102850167901724,-0.534509163793103,-0.668032801896552,0.351492001672414,1
"25","WALKING",25,0.278992759054054,-0.0186477624716216,-0.108737636297297,-0.596007443513514,-0.161852411581081,-0.437133403243243,0.937483114459459,-0.127315870743243,0.188416273486486,-0.979499263243243,-0.965093441081081,-0.944995731216216,-0.0156305378067568,-0.0820768065347297,0.0867868736891892,-0.401158753783784,-0.604032097432432,-0.562775245405405,-0.40528943,-0.565601466081081,-0.40528943,-0.565601466081081,-0.394362401351351,-0.489809386081081,-0.609038908918919,-0.251880271094595,-0.533563220540541,-0.591449956486486,-0.170313804039189,-0.430624587162162,-0.347641742675676,-0.163298427206757,-0.144487390175676,-0.411909719594595,-0.678750350135135,-0.561322950945946,-0.406678108108108,-0.567201282027027,-0.603544209459459,-0.333688631904054,-0.327099559036351,-0.196973168236487,-0.566060023108108,-0.632927475540541,0.0526493104482432,-0.564591342162162,-0.51900424972973,0.135338842345946,-0.562733252702703,-0.529262243378378,-0.151513801493243,1
"26","WALKING",26,0.279264443728814,-0.0154259586949153,-0.108927011474576,-0.340185527559322,-0.136351391645763,-0.333486502542373,0.960647754576271,-0.133922185084746,0.108738699508475,-0.980055651016949,-0.969040314237288,-0.966231561694915,-0.00334085938813559,-0.0841507651508475,0.0851069247830508,-0.492885711355932,-0.57573544779661,-0.354549059491525,-0.223399171830508,-0.421848313898305,-0.223399171830508,-0.421848313898305,-0.392092024067797,-0.538329286101695,-0.321959549661017,-0.146702156576271,-0.33953964559322,-0.34799792561017,-0.185725832305085,-0.384445322372881,-0.299293909932203,-0.053962302640678,0.240364343627119,-0.368112905762712,-0.56182776559322,-0.318516813050847,-0.532999609491525,-0.587939604576271,-0.426232090508475,-0.0837596098474576,0.132622788732203,-0.0631030040627119,-0.379836742711864,-0.537183967118644,0.174398099661017,-0.293358341186441,-0.268948465423729,0.0423616587694915,-0.551927613050847,-0.60946621661017,0.220811667864407,1
